id;gen;sp;ssp;group;en;rec;cnt;loc;lat;lng;alt;type;sex;stage;method;url;file;file-name;sono;osci;lic;q;length;time;date;uploaded;also;rmk;bird-seen;animal-seen;playback-used;temp;regnr;auto;dvc;mic;smp;secondes;minutes;type_fichier
588531;Calidris;maritima;;birds;Purple Sandpiper;Stanislas Wroza;France;Île-de-Sein, Finistère, Bretagne;48.0372;-4.8622;0;flight call;;;field recording;//xeno-canto.org/588531;https://xeno-canto.org/588531/download;XC588531-Becasseau violet vol rapeux non montant +.mp3;{'small': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC588531-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC588531-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC588531-large.png', 'full': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC588531-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC588531-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC588531-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC588531-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;A;0:09;08:00;2020-09-05;2020-09-15;[];;yes;yes;no;;;no;;;48000.0;9;0;MP3
588511;Calidris;maritima;;birds;Purple Sandpiper;Stanislas Wroza;France;Île-de-Sein, Finistère, Bretagne;48.0372;-4.8622;0;flight call;;;field recording;//xeno-canto.org/588511;https://xeno-canto.org/588511/download;XC588511-Becasseau violet vol +.mp3;{'small': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC588511-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC588511-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC588511-large.png', 'full': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC588511-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC588511-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC588511-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC588511-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;A;0:07;08:00;2020-09-06;2020-09-15;[];;yes;yes;no;;;no;;;48000.0;7;0;MP3
767039;Calidris;bairdii;;birds;Baird's Sandpiper;Stanislas Wroza;France;Île-de-Sein, Finistère, Bretagne;48.0372;-4.8622;0;call, flight call;;;field recording;//xeno-canto.org/767039;https://xeno-canto.org/767039/download;XC767039-Bécasseau-de-Baird-un-cri-filtered-+.mp3;{'small': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC767039-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC767039-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC767039-large.png', 'full': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC767039-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC767039-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC767039-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC767039-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;A;0:05;17:00;2022-10-01;2022-12-09;[];;unknown;unknown;unknown;;;unknown;Parabolic microphone;Dodotronics Hi-Sound Stereo AOM;44100.0;5;0;MP3
526459;Calidris;fuscicollis;;birds;White-rumped Sandpiper;Stanislas Wroza;France;Île-de-Sein, Finistère, Bretagne;48.0372;-4.8622;0;flight call;;;field recording;//xeno-canto.org/526459;https://xeno-canto.org/526459/download;XC526459-2019-10-12 Sein Becasseau de Bonaparte cris de vol ++.mp3;{'small': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC526459-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC526459-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC526459-large.png', 'full': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC526459-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC526459-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC526459-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC526459-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;A;0:05;09:00;2019-10-12;2020-02-10;[];;yes;yes;no;;;no;;;48000.0;5;0;MP3
944022;Gallinago;gallinago;;birds;Common Snipe;Stanislas Wroza;France;Arrondissement de Quimper (near  Cléden-Cap-Sizun), Finistère, Bretagne;48.0586;-4.7053;70;nocturnal flight call;;;field recording;//xeno-canto.org/944022;https://xeno-canto.org/944022/download;XC944022-Sun-Oct-27-2024-19-44-03-Bécassine-des-marais-+.mp3;{'small': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC944022-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC944022-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC944022-large.png', 'full': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC944022-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC944022-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC944022-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC944022-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;A;0:17;19:00;2024-10-27;2024-10-31;[];;unknown;unknown;unknown;;;unknown;Omnidirectional microphone;Primo EM272;48000.0;17;0;MP3
943975;Gallinago;gallinago;;birds;Common Snipe;Stanislas Wroza;France;Arrondissement de Quimper (near  Cléden-Cap-Sizun), Finistère, Bretagne;48.0586;-4.7053;70;nocturnal flight call;;;field recording;//xeno-canto.org/943975;https://xeno-canto.org/943975/download;XC943975-Sun-Oct-27-2024-19-51-19-Bécassine-des-marais-+.mp3;{'small': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC943975-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC943975-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC943975-large.png', 'full': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC943975-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC943975-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC943975-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC943975-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;A;0:20;08:00;2024-10-27;2024-10-31;[];;unknown;unknown;unknown;;;unknown;Omnidirectional microphone;Primo EM272;48000.0;20;0;MP3
589118;Tringa;totanus;;birds;Common Redshank;Stanislas Wroza;France;Île-de-Sein, Finistère, Bretagne;48.0372;-4.8622;0;flight call;;;field recording;//xeno-canto.org/589118;https://xeno-canto.org/589118/download;XC589118-Chevalier gambette cri d envol excite ++ sature.mp3;{'small': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC589118-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC589118-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC589118-large.png', 'full': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC589118-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC589118-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC589118-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC589118-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;A;0:12;08:00;2020-09-07;2020-09-17;[];;yes;yes;no;;;no;;;48000.0;12;0;MP3
589115;Tringa;totanus;;birds;Common Redshank;Stanislas Wroza;France;Île-de-Sein, Finistère, Bretagne;48.0372;-4.8622;0;aberrant, alarm call, call, flight call, odd call sounding like spotted redshank;;;field recording;//xeno-canto.org/589115;https://xeno-canto.org/589115/download;XC589115-Chevalier gambette divers cris d envol dont type arlequin ++.mp3;{'small': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC589115-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC589115-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC589115-large.png', 'full': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC589115-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC589115-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC589115-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC589115-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;A;0:06;08:00;2020-09-07;2020-09-17;[];;yes;yes;no;;;no;;;48000.0;6;0;MP3
589114;Tringa;totanus;;birds;Common Redshank;Stanislas Wroza;France;Île-de-Sein, Finistère, Bretagne;48.0372;-4.8622;0;aberrant, alarm call, call, flight call, odd call sounding like spotted redshank;;;field recording;//xeno-canto.org/589114;https://xeno-canto.org/589114/download;XC589114-Chevalier gambette alarme etrange proche de l arlequin +.mp3;{'small': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC589114-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC589114-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC589114-large.png', 'full': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC589114-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC589114-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC589114-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC589114-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;A;0:06;08:00;2020-09-07;2020-09-17;[];;yes;yes;no;;;no;;;48000.0;6;0;MP3
588495;Tringa;totanus;;birds;Common Redshank;Stanislas Wroza;France;Île-de-Sein, Finistère, Bretagne;48.0372;-4.8622;0;call, flight call, hoarse calls;;;field recording;//xeno-canto.org/588495;https://xeno-canto.org/588495/download;XC588495-Chevalier gambette cris tres erailles ++.mp3;{'small': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC588495-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC588495-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC588495-large.png', 'full': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC588495-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC588495-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC588495-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC588495-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;A;0:17;08:00;2020-09-08;2020-09-15;[];;yes;yes;no;;;no;;;48000.0;17;0;MP3
730561;Tringa;glareola;;birds;Wood Sandpiper;Sonothèque ADVL;France;Sougéal, Ille-et-Vilaine, Bretagne;48.5114;-1.506;0;flight call;;;field recording;//xeno-canto.org/730561;https://xeno-canto.org/730561/download;XC730561-Chevaliersylvain_03052022_sougéalchalandrel_ 18h cri vol.mp3;{'small': '//xeno-canto.org/sounds/uploaded/BJAXFFKOML/ffts/XC730561-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BJAXFFKOML/ffts/XC730561-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BJAXFFKOML/ffts/XC730561-large.png', 'full': '//xeno-canto.org/sounds/uploaded/BJAXFFKOML/ffts/XC730561-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/BJAXFFKOML/wave/XC730561-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BJAXFFKOML/wave/XC730561-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BJAXFFKOML/wave/XC730561-large.png'};//creativecommons.org/publicdomain/zero/1.0/;A;0:07;18:00;2022-05-03;2022-06-09;[];Sonothèque des oiseaux de Carolles et de la baie du Mont-Saint-Michel. Association de Défense de la Vallée du Lude et des sites environnants. Enregistrement Corentin Rivière.;unknown;unknown;unknown;;;no;;;48000.0;7;0;MP3
613836;Tringa;nebularia;;birds;Common Greenshank;Adrien Mauss;France;Plougastel-Daoulas, Finistère, Bretagne;48.3421;-4.4003;10;call;;;field recording;//xeno-canto.org/613836;https://xeno-canto.org/613836/download;XC613836-210106_2028_2363_chapellestadrien_chevalieraboyeur_A.mp3;{'small': '//xeno-canto.org/sounds/uploaded/WICPTAWEIC/ffts/XC613836-small.png', 'med': '//xeno-canto.org/sounds/uploaded/WICPTAWEIC/ffts/XC613836-med.png', 'large': '//xeno-canto.org/sounds/uploaded/WICPTAWEIC/ffts/XC613836-large.png', 'full': '//xeno-canto.org/sounds/uploaded/WICPTAWEIC/ffts/XC613836-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/WICPTAWEIC/wave/XC613836-small.png', 'med': '//xeno-canto.org/sounds/uploaded/WICPTAWEIC/wave/XC613836-med.png', 'large': '//xeno-canto.org/sounds/uploaded/WICPTAWEIC/wave/XC613836-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;A;0:20;20:28;2021-01-06;2021-01-08;[];soundtrap;no;no;no;;;no;;;44100.0;20;0;MP3
613844;Chroicocephalus;ridibundus;;birds;Black-headed Gull;Adrien Mauss;France;Plougastel-Daoulas, Finistère, Bretagne;48.3515;-4.3512;0;call;;;field recording;//xeno-canto.org/613844;https://xeno-canto.org/613844/download;XC613844-210102_0902_2349_ansemoulinneuf_mouetterieuse_A.mp3;{'small': '//xeno-canto.org/sounds/uploaded/WICPTAWEIC/ffts/XC613844-small.png', 'med': '//xeno-canto.org/sounds/uploaded/WICPTAWEIC/ffts/XC613844-med.png', 'large': '//xeno-canto.org/sounds/uploaded/WICPTAWEIC/ffts/XC613844-large.png', 'full': '//xeno-canto.org/sounds/uploaded/WICPTAWEIC/ffts/XC613844-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/WICPTAWEIC/wave/XC613844-small.png', 'med': '//xeno-canto.org/sounds/uploaded/WICPTAWEIC/wave/XC613844-med.png', 'large': '//xeno-canto.org/sounds/uploaded/WICPTAWEIC/wave/XC613844-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;A;0:18;09:02;2021-01-02;2021-01-08;['Tringa totanus', 'Parus major', 'Coloeus monedula', 'Mareca penelope'];Soundtrap;no;no;no;;;no;;;44100.0;18;0;MP3
940837;Larus;marinus;;birds;Great Black-backed Gull;Stanislas Wroza;France;Arrondissement de Quimper (near  Cléden-Cap-Sizun), Finistère, Bretagne;48.0586;-4.7053;70;flight call, squeaky calls;;;field recording;//xeno-canto.org/940837;https://xeno-canto.org/940837/download;XC940837-Sat-Oct-12-2024-10_53_23-Goéland-marin-cris-couinés-H.mp3;{'small': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC940837-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC940837-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC940837-large.png', 'full': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC940837-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC940837-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC940837-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC940837-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;A;0:15;11:00;2024-10-12;2024-10-15;[];;unknown;unknown;unknown;;;unknown;Omnidirectional microphone;Primo EM272;48000.0;15;0;MP3
741655;Larus;marinus;;birds;Great Black-backed Gull;Jack Berteau;France;Arrondissement de Quimper (near  Penmarc'h), Finistère, Bretagne;47.8172;-4.3784;0;call;;adult;field recording;//xeno-canto.org/741655;https://xeno-canto.org/741655/download;XC741655-220716 MP-1714 id goéland marin.mp3;{'small': '//xeno-canto.org/sounds/uploaded/WXEEFPSPJM/ffts/XC741655-small.png', 'med': '//xeno-canto.org/sounds/uploaded/WXEEFPSPJM/ffts/XC741655-med.png', 'large': '//xeno-canto.org/sounds/uploaded/WXEEFPSPJM/ffts/XC741655-large.png', 'full': '//xeno-canto.org/sounds/uploaded/WXEEFPSPJM/ffts/XC741655-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/WXEEFPSPJM/wave/XC741655-small.png', 'med': '//xeno-canto.org/sounds/uploaded/WXEEFPSPJM/wave/XC741655-med.png', 'large': '//xeno-canto.org/sounds/uploaded/WXEEFPSPJM/wave/XC741655-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;A;0:11;16:30;2022-07-16;2022-08-05;['Larus argentatus'];In the fishing port of Saint-Guénolé in Britain.;yes;yes;no;;;no;;;48000.0;11;0;MP3
588620;Larus;marinus;;birds;Great Black-backed Gull;Stanislas Wroza;France;Île-de-Sein, Finistère, Bretagne;48.0372;-4.8622;0;flight call;;;field recording;//xeno-canto.org/588620;https://xeno-canto.org/588620/download;XC588620-Goeland marin vol +.mp3;{'small': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC588620-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC588620-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC588620-large.png', 'full': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC588620-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC588620-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC588620-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC588620-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;A;0:13;08:00;2020-09-01;2020-09-15;[];;yes;yes;no;;;no;;;48000.0;13;0;MP3
588619;Larus;marinus;;birds;Great Black-backed Gull;Stanislas Wroza;France;Île-de-Sein, Finistère, Bretagne;48.0372;-4.8622;0;alarm call, flight call, chasing a honey buzzard;;;field recording;//xeno-canto.org/588619;https://xeno-canto.org/588619/download;XC588619-Goeland marin houspille une bondree +.mp3;{'small': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC588619-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC588619-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC588619-large.png', 'full': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC588619-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC588619-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC588619-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC588619-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;A;0:09;08:00;2020-09-01;2020-09-15;[];;yes;yes;no;;;no;;;48000.0;9;0;MP3
588513;Larus;marinus;;birds;Great Black-backed Gull;Stanislas Wroza;France;Île-de-Sein, Finistère, Bretagne;48.0372;-4.8622;0;flight call, two adults chasing each other;;adult;field recording;//xeno-canto.org/588513;https://xeno-canto.org/588513/download;XC588513-Goeland marin poursuite de deux adultes ++.mp3;{'small': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC588513-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC588513-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC588513-large.png', 'full': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC588513-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC588513-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC588513-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC588513-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;A;0:16;08:00;2020-09-06;2020-09-15;[];;yes;yes;no;;;no;;;48000.0;16;0;MP3
587289;Larus;marinus;;birds;Great Black-backed Gull;Stanislas Wroza;France;Île-de-Sein, Finistère, Bretagne;48.0372;-4.8622;0;call, flight call, song, long call;;;field recording;//xeno-canto.org/587289;https://xeno-canto.org/587289/download;XC587289-Goeland marin long call +.mp3;{'small': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC587289-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC587289-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC587289-large.png', 'full': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC587289-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC587289-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC587289-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC587289-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;A;0:12;07:00;2020-08-31;2020-09-08;[];;yes;yes;no;;;no;;;48000.0;12;0;MP3
928136;Larus;argentatus;argenteus;birds;European Herring Gull;FREDERIC Lionel;France;Ploubazlanec, Cotes-d'Armor, Bretagne;48.8219;-3.0635;10;flight call;uncertain;uncertain;field recording;//xeno-canto.org/928136;https://xeno-canto.org/928136/download;XC928136-LARARG_cri_vol_240801_Bretagne.mp3;{'small': '//xeno-canto.org/sounds/uploaded/VJARXMSBTG/ffts/XC928136-small.png', 'med': '//xeno-canto.org/sounds/uploaded/VJARXMSBTG/ffts/XC928136-med.png', 'large': '//xeno-canto.org/sounds/uploaded/VJARXMSBTG/ffts/XC928136-large.png', 'full': '//xeno-canto.org/sounds/uploaded/VJARXMSBTG/ffts/XC928136-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/VJARXMSBTG/wave/XC928136-small.png', 'med': '//xeno-canto.org/sounds/uploaded/VJARXMSBTG/wave/XC928136-med.png', 'large': '//xeno-canto.org/sounds/uploaded/VJARXMSBTG/wave/XC928136-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;A;0:08;09:00;2024-08-01;2024-08-19;[];;yes;yes;no;;;no;zoom H5;;44100.0;8;0;MP3
928131;Larus;argentatus;argenteus;birds;European Herring Gull;FREDERIC Lionel;France;Ploubazlanec, Cotes-d'Armor, Bretagne;48.8219;-3.0635;10;call, song;uncertain;;field recording;//xeno-canto.org/928131;https://xeno-canto.org/928131/download;XC928131-LARARG_clameur_240730_Bretagne.mp3;{'small': '//xeno-canto.org/sounds/uploaded/VJARXMSBTG/ffts/XC928131-small.png', 'med': '//xeno-canto.org/sounds/uploaded/VJARXMSBTG/ffts/XC928131-med.png', 'large': '//xeno-canto.org/sounds/uploaded/VJARXMSBTG/ffts/XC928131-large.png', 'full': '//xeno-canto.org/sounds/uploaded/VJARXMSBTG/ffts/XC928131-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/VJARXMSBTG/wave/XC928131-small.png', 'med': '//xeno-canto.org/sounds/uploaded/VJARXMSBTG/wave/XC928131-med.png', 'large': '//xeno-canto.org/sounds/uploaded/VJARXMSBTG/wave/XC928131-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;A;0:17;09:00;2024-07-30;2024-08-19;[];;yes;yes;no;;;no;zoom H5;;44100.0;17;0;MP3
769947;Larus;argentatus;;birds;European Herring Gull;Allistair Fresse;France;Saint-Malo, Ille-et-Vilaine, Bretagne;48.6502;-2.0289;10;call;;adult;field recording;//xeno-canto.org/769947;https://xeno-canto.org/769947/download;XC769947-0532--Goéland-argenté.mp3;{'small': '//xeno-canto.org/sounds/uploaded/CCOLFGGCFT/ffts/XC769947-small.png', 'med': '//xeno-canto.org/sounds/uploaded/CCOLFGGCFT/ffts/XC769947-med.png', 'large': '//xeno-canto.org/sounds/uploaded/CCOLFGGCFT/ffts/XC769947-large.png', 'full': '//xeno-canto.org/sounds/uploaded/CCOLFGGCFT/ffts/XC769947-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/CCOLFGGCFT/wave/XC769947-small.png', 'med': '//xeno-canto.org/sounds/uploaded/CCOLFGGCFT/wave/XC769947-med.png', 'large': '//xeno-canto.org/sounds/uploaded/CCOLFGGCFT/wave/XC769947-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;A;0:06;13:16;2022-11-05;2022-12-19;[];;yes;yes;unknown;;;no;;;44100.0;6;0;MP3
623834;Larus;argentatus;;birds;European Herring Gull;Tanguy Loïs;France;Plévenon, Côtes-d'Armor, Bretagne;48.628;-2.3205;10;flight call;;;field recording;//xeno-canto.org/623834;https://xeno-canto.org/623834/download;XC623834-goeland_arg.mp3;{'small': '//xeno-canto.org/sounds/uploaded/PJVGDPHDIM/ffts/XC623834-small.png', 'med': '//xeno-canto.org/sounds/uploaded/PJVGDPHDIM/ffts/XC623834-med.png', 'large': '//xeno-canto.org/sounds/uploaded/PJVGDPHDIM/ffts/XC623834-large.png', 'full': '//xeno-canto.org/sounds/uploaded/PJVGDPHDIM/ffts/XC623834-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/PJVGDPHDIM/wave/XC623834-small.png', 'med': '//xeno-canto.org/sounds/uploaded/PJVGDPHDIM/wave/XC623834-med.png', 'large': '//xeno-canto.org/sounds/uploaded/PJVGDPHDIM/wave/XC623834-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;A;0:20;12:30;2021-02-22;2021-02-23;[];;yes;yes;no;;;no;;;48000.0;20;0;MP3
526465;Larus;argentatus;;birds;European Herring Gull;Stanislas Wroza;France;Île-de-Sein, Finistère, Bretagne;48.0372;-4.8622;0;flight call;;adult;field recording;//xeno-canto.org/526465;https://xeno-canto.org/526465/download;XC526465-2019-10-12 Sein Goeland argente adulte un cri de vol +.mp3;{'small': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC526465-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC526465-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC526465-large.png', 'full': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC526465-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC526465-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC526465-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC526465-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;A;0:06;09:00;2019-10-12;2020-02-10;[];;yes;yes;no;;;no;;;48000.0;6;0;MP3
